State,Year,Quarter,Price
OK,2008,4,202680
OK,2009,1,205980
OK,2009,2,204180
OK,2009,3,202810
OK,2009,4,203570
OK,2010,1,202010
OK,2010,2,201780
OK,2010,3,203700
OK,2010,4,203090
OK,2011,1,198910
OK,2011,2,198830
OK,2011,3,198500
OK,2011,4,201530
OK,2012,1,201310
OK,2012,2,201130
OK,2012,3,202810
OK,2012,4,203910
OK,2013,1,204100
OK,2013,2,205890
OK,2013,3,206910
OK,2013,4,206090
OK,2014,1,208480
OK,2014,2,210350
OK,2014,3,213460
OK,2014,4,214640
OK,2015,1,216030
OK,2015,2,219330
OK,2015,3,221810
OK,2015,4,223670
OK,2016,1,223720
OK,2016,2,225670
OK,2016,3,228460
OK,2016,4,228690
OK,2017,1,231230
OK,2017,2,235020
OK,2017,3,236100
OK,2017,4,237490
OK,2018,1,237860
OK,2018,2,242280
OK,2018,3,244590
OK,2018,4,246290
OK,2019,1,249340
OK,2019,2,251120
OK,2019,3,257030
OR,1975,1,50760
OR,1975,2,51340
OR,1975,3,54060
OR,1975,4,52900
OR,1976,1,57160
OR,1976,2,56860
OR,1976,3,59880
OR,1976,4,63510
OR,1977,1,67110
OR,1977,2,69080
OR,1977,3,73980
OR,1977,4,78180
OR,1978,1,79980
OR,1978,2,84700
OR,1978,3,88330
OR,1978,4,91900
OR,1979,1,95690
OR,1979,2,96210
OR,1979,3,98350
OR,1979,4,99990
OR,1980,1,100000
OR,1980,2,98520
OR,1980,3,105180
OR,1980,4,101710
OR,1981,1,97360
OR,1981,2,98500
OR,1981,3,95690
OR,1981,4,89790
OR,1982,1,100200
OR,1982,2,93850
OR,1982,3,96000
OR,1982,4,102370
OR,1983,1,98670
OR,1983,2,100180
OR,1983,3,99160
OR,1983,4,98720
OR,1984,1,98460
OR,1984,2,97560
OR,1984,3,96120
OR,1984,4,99670
OR,1985,1,97830
OR,1985,2,97770
OR,1985,3,96980
OR,1985,4,97120
OR,1986,1,97880
OR,1986,2,98630
OR,1986,3,99460
OR,1986,4,97770
OR,1987,1,99930
OR,1987,2,100240
OR,1987,3,99390
OR,1987,4,98650
OR,1988,1,100740
OR,1988,2,101380
OR,1988,3,105010
OR,1988,4,105570
OR,1989,1,107840
OR,1989,2,110440
OR,1989,3,113720
OR,1989,4,116570
OR,1990,1,120790
OR,1990,2,126870
OR,1990,3,131510
OR,1990,4,133870
OR,1991,1,136310
OR,1991,2,139360
OR,1991,3,141780
OR,1991,4,144840
OR,1992,1,147790
OR,1992,2,149710
OR,1992,3,153370
OR,1992,4,156210
OR,1993,1,158430
OR,1993,2,161540
OR,1993,3,165390
OR,1993,4,168920
OR,1994,1,173190
OR,1994,2,179270
OR,1994,3,183830
OR,1994,4,187050
OR,1995,1,190870
OR,1995,2,195560
OR,1995,3,200450
OR,1995,4,203740
OR,1996,1,207740
OR,1996,2,210700
OR,1996,3,214120
OR,1996,4,217750
OR,1997,1,221210
OR,1997,2,223770
OR,1997,3,228430
OR,1997,4,230950
OR,1998,1,234370
OR,1998,2,236060
OR,1998,3,238510
OR,1998,4,240750
OR,1999,1,241830
OR,1999,2,243350
OR,1999,3,244020
OR,1999,4,244880
OR,2000,1,247440
OR,2000,2,249060
OR,2000,3,251400
OR,2000,4,254180
OR,2001,1,261070
OR,2001,2,263510
OR,2001,3,265900
OR,2001,4,268200
OR,2002,1,271620
OR,2002,2,273470
OR,2002,3,278170
OR,2002,4,280400
OR,2003,1,283300
OR,2003,2,285930
OR,2003,3,290000
OR,2003,4,297360
OR,2004,1,301090
OR,2004,2,310120
OR,2004,3,323840
OR,2004,4,331340
OR,2005,1,341380
OR,2005,2,359540
OR,2005,3,379510
OR,2005,4,396160
OR,2006,1,410480
OR,2006,2,426940
OR,2006,3,438160
OR,2006,4,446530
OR,2007,1,451550
OR,2007,2,456620
OR,2007,3,454350
OR,2007,4,456010
OR,2008,1,453390
OR,2008,2,445120
OR,2008,3,430670
OR,2008,4,424270
OR,2009,1,421750
OR,2009,2,405440
OR,2009,3,391200
OR,2009,4,384180
OR,2010,1,377530
OR,2010,2,371820
OR,2010,3,371980
OR,2010,4,366220
OR,2011,1,351110
OR,2011,2,341000
OR,2011,3,343940
OR,2011,4,347160
OR,2012,1,340940
OR,2012,2,337880
OR,2012,3,345120
OR,2012,4,350700
OR,2013,1,353410
OR,2013,2,363160
OR,2013,3,374210
OR,2013,4,378780
OR,2014,1,384650
OR,2014,2,396950
OR,2014,3,403520
OR,2014,4,408000
OR,2015,1,413720
OR,2015,2,428370
OR,2015,3,442760
OR,2015,4,450150
OR,2016,1,460350
OR,2016,2,476580
OR,2016,3,491410
OR,2016,4,499790
OR,2017,1,506200
OR,2017,2,523760
OR,2017,3,534600
OR,2017,4,537800
OR,2018,1,546360
OR,2018,2,562320
OR,2018,3,570950
OR,2018,4,572050
OR,2019,1,578470
OR,2019,2,589790
OR,2019,3,596110
PA,1975,1,70710
PA,1975,2,69600
PA,1975,3,73950
PA,1975,4,71650
PA,1976,1,72780
PA,1976,2,76530
PA,1976,3,77250
PA,1976,4,75320
PA,1977,1,74370
PA,1977,2,80240
PA,1977,3,80750
PA,1977,4,83580
PA,1978,1,83800
PA,1978,2,87230
PA,1978,3,86080
PA,1978,4,87660
PA,1979,1,91920
PA,1979,2,96570
PA,1979,3,95780
PA,1979,4,98680
PA,1980,1,100000
PA,1980,2,95980
PA,1980,3,101310
PA,1980,4,101250
PA,1981,1,101490
PA,1981,2,103520
PA,1981,3,104040
PA,1981,4,101010
PA,1982,1,104950
PA,1982,2,107690
PA,1982,3,104930
PA,1982,4,105560
PA,1983,1,108440
PA,1983,2,110140
PA,1983,3,112480
PA,1983,4,113390
PA,1984,1,113440
PA,1984,2,116510
PA,1984,3,118290
PA,1984,4,119140
PA,1985,1,120600
PA,1985,2,123800
PA,1985,3,126220
PA,1985,4,127930
PA,1986,1,130930
PA,1986,2,134600
PA,1986,3,139190
PA,1986,4,143870
PA,1987,1,148570
PA,1987,2,154570
PA,1987,3,162160
PA,1987,4,167730
PA,1988,1,171190
PA,1988,2,178280
PA,1988,3,182930
PA,1988,4,184650
PA,1989,1,186920
PA,1989,2,188300
PA,1989,3,192420
PA,1989,4,194850
PA,1990,1,195060
PA,1990,2,195400
PA,1990,3,195860
PA,1990,4,195230
PA,1991,1,196910
PA,1991,2,198400
PA,1991,3,198510
PA,1991,4,202110
PA,1992,1,203150
PA,1992,2,202840
PA,1992,3,204760
PA,1992,4,206100
PA,1993,1,205790
PA,1993,2,207180
PA,1993,3,207980
PA,1993,4,209810
PA,1994,1,209770
PA,1994,2,208590
PA,1994,3,207010
PA,1994,4,205380
PA,1995,1,204780
PA,1995,2,208170
PA,1995,3,211740
PA,1995,4,212950
PA,1996,1,215600
PA,1996,2,213160
PA,1996,3,212350
PA,1996,4,213780
PA,1997,1,215150
PA,1997,2,215070
PA,1997,3,217170
PA,1997,4,219420
PA,1998,1,222880
PA,1998,2,223310
PA,1998,3,224250
PA,1998,4,227210
PA,1999,1,228690
PA,1999,2,229290
PA,1999,3,230300
PA,1999,4,231380
PA,2000,1,233650
PA,2000,2,237040
PA,2000,3,239550
PA,2000,4,242350
PA,2001,1,248620
PA,2001,2,252620
PA,2001,3,255930
PA,2001,4,259200
PA,2002,1,263230
PA,2002,2,267810
PA,2002,3,273330
PA,2002,4,278060
PA,2003,1,281230
PA,2003,2,284880
PA,2003,3,290790
PA,2003,4,299430
PA,2004,1,304620
PA,2004,2,312720
PA,2004,3,325650
PA,2004,4,332800
PA,2005,1,339820
PA,2005,2,351480
PA,2005,3,362910
PA,2005,4,370520
PA,2006,1,377200
PA,2006,2,381300
PA,2006,3,385610
PA,2006,4,390150
PA,2007,1,393730
PA,2007,2,395310
PA,2007,3,393440
PA,2007,4,395190
PA,2008,1,397990
PA,2008,2,393000
PA,2008,3,386250
PA,2008,4,385590
PA,2009,1,389490
PA,2009,2,383670
PA,2009,3,376190
PA,2009,4,374880
PA,2010,1,372550
PA,2010,2,370620
PA,2010,3,374910
PA,2010,4,373950
PA,2011,1,368140
PA,2011,2,363240
PA,2011,3,363580
PA,2011,4,365060
PA,2012,1,361990
PA,2012,2,360290
PA,2012,3,362200
PA,2012,4,363430
PA,2013,1,363590
PA,2013,2,364950
PA,2013,3,366560
PA,2013,4,366070
PA,2014,1,366150
PA,2014,2,371020
PA,2014,3,373430
PA,2014,4,374360
PA,2015,1,378100
PA,2015,2,381370
PA,2015,3,382540
PA,2015,4,383640
PA,2016,1,385550
PA,2016,2,392180
PA,2016,3,396130
PA,2016,4,397360
PA,2017,1,398430
PA,2017,2,406260
PA,2017,3,411930
PA,2017,4,414390
PA,2018,1,418720
PA,2018,2,426760
PA,2018,3,432410
PA,2018,4,433480
PA,2019,1,438070
PA,2019,2,447910
PA,2019,3,452020
RI,1975,1,61070
RI,1975,2,66110
RI,1975,3,65580
RI,1975,4,67100
RI,1976,1,65790
RI,1976,2,68750
RI,1976,3,71300
RI,1976,4,70140
RI,1977,1,69920
RI,1977,2,72420
RI,1977,3,75390
RI,1977,4,77110
RI,1978,1,79980
RI,1978,2,82240
RI,1978,3,84090
RI,1978,4,89300
RI,1979,1,90640
RI,1979,2,92380
RI,1979,3,93820
RI,1979,4,100920
RI,1980,1,100000
RI,1980,2,103150
RI,1980,3,103080
RI,1980,4,99870
RI,1981,1,97330
RI,1981,2,106440
RI,1981,3,103880
RI,1981,4,100470
RI,1982,1,103230
RI,1982,2,103730
RI,1982,3,104100
RI,1982,4,108660
RI,1983,1,110310
RI,1983,2,112120
RI,1983,3,119200
RI,1983,4,121680
RI,1984,1,119700
RI,1984,2,121380
RI,1984,3,127320
RI,1984,4,129180
RI,1985,1,131980
RI,1985,2,138180
RI,1985,3,142480
RI,1985,4,151370
RI,1986,1,155410
RI,1986,2,163030
RI,1986,3,174310
RI,1986,4,190570
RI,1987,1,204060
RI,1987,2,215780
RI,1987,3,231970
RI,1987,4,241560
RI,1988,1,249950
RI,1988,2,252930
RI,1988,3,255600
RI,1988,4,257650
RI,1989,1,259980
RI,1989,2,261200
RI,1989,3,267100
RI,1989,4,268160
RI,1990,1,265290
RI,1990,2,260800
RI,1990,3,261170
RI,1990,4,255750
RI,1991,1,256500
RI,1991,2,250900
RI,1991,3,248030
RI,1991,4,251100
RI,1992,1,249680
RI,1992,2,246300
RI,1992,3,246430
RI,1992,4,247400
RI,1993,1,246050
RI,1993,2,246260
RI,1993,3,245500
RI,1993,4,247920
RI,1994,1,246610
RI,1994,2,240310
RI,1994,3,235770
RI,1994,4,233160
RI,1995,1,234990
RI,1995,2,237750
RI,1995,3,241790
RI,1995,4,243870
RI,1996,1,246420
RI,1996,2,241520
RI,1996,3,237840
RI,1996,4,239660
RI,1997,1,241370
RI,1997,2,239750
RI,1997,3,244470
RI,1997,4,247550
RI,1998,1,251550
RI,1998,2,250310
RI,1998,3,252750
RI,1998,4,255640
RI,1999,1,257630
RI,1999,2,260100
RI,1999,3,265630
RI,1999,4,270130
RI,2000,1,278650
RI,2000,2,287290
RI,2000,3,296280
RI,2000,4,301830
RI,2001,1,307820
RI,2001,2,318480
RI,2001,3,330660
RI,2001,4,337650
RI,2002,1,350700
RI,2002,2,368030
RI,2002,3,381920
RI,2002,4,393950
RI,2003,1,405510
RI,2003,2,415150
RI,2003,3,432500
RI,2003,4,460610
RI,2004,1,471540
RI,2004,2,492990
RI,2004,3,527890
RI,2004,4,541170
RI,2005,1,552140
RI,2005,2,574630
RI,2005,3,587590
RI,2005,4,596620
RI,2006,1,602110
RI,2006,2,602210
RI,2006,3,600390
RI,2006,4,600020
RI,2007,1,599830
RI,2007,2,588460
RI,2007,3,577370
RI,2007,4,574760
RI,2008,1,568530
RI,2008,2,546070
RI,2008,3,521230
RI,2008,4,515130
RI,2009,1,518300
RI,2009,2,494850
RI,2009,3,482420
RI,2009,4,482710
RI,2010,1,474740
RI,2010,2,468200
RI,2010,3,475080
RI,2010,4,473920
RI,2011,1,462510
RI,2011,2,446800
RI,2011,3,447950
RI,2011,4,450830
RI,2012,1,444240
RI,2012,2,435960
RI,2012,3,437740
RI,2012,4,440200
RI,2013,1,437830
RI,2013,2,438890
RI,2013,3,439550
RI,2013,4,436520
RI,2014,1,439630
RI,2014,2,446470
RI,2014,3,454350
RI,2014,4,457290
RI,2015,1,460240
RI,2015,2,470330
RI,2015,3,471970
RI,2015,4,476060
RI,2016,1,475940
RI,2016,2,487600
RI,2016,3,495210
RI,2016,4,505120
RI,2017,1,509010
RI,2017,2,520120
RI,2017,3,531480
RI,2017,4,538280
RI,2018,1,550590
RI,2018,2,561950
RI,2018,3,568060
RI,2018,4,571510
RI,2019,1,575370
RI,2019,2,585760
RI,2019,3,592830
SC,1975,1,74810
SC,1975,2,69890
SC,1975,3,71830
SC,1975,4,69210
SC,1976,1,69830
SC,1976,2,77330
SC,1976,3,76040
SC,1976,4,75540
SC,1977,1,75040
SC,1977,2,79190
SC,1977,3,81020
SC,1977,4,83410
SC,1978,1,81890
SC,1978,2,86440
SC,1978,3,88120
SC,1978,4,89470
SC,1979,1,93480
SC,1979,2,95510
SC,1979,3,97270
SC,1979,4,99940
SC,1980,1,100000
SC,1980,2,103360
SC,1980,3,109010
SC,1980,4,105340
SC,1981,1,110610
SC,1981,2,114920
SC,1981,3,117360
SC,1981,4,115210
SC,1982,1,118660
SC,1982,2,117870
SC,1982,3,120010
SC,1982,4,120110
SC,1983,1,123100
SC,1983,2,120650
SC,1983,3,123720
SC,1983,4,120100
SC,1984,1,126480
SC,1984,2,125350
SC,1984,3,122690
SC,1984,4,127070
SC,1985,1,130380
SC,1985,2,130590
SC,1985,3,131480
SC,1985,4,131740
SC,1986,1,134970
SC,1986,2,136010
SC,1986,3,137830
SC,1986,4,139960
SC,1987,1,142690
SC,1987,2,144090
SC,1987,3,144210
SC,1987,4,144830
SC,1988,1,147310
SC,1988,2,149480
SC,1988,3,150590
SC,1988,4,151050
SC,1989,1,153510
SC,1989,2,153630
SC,1989,3,157180
SC,1989,4,157450
SC,1990,1,159090
SC,1990,2,160490
SC,1990,3,161750
SC,1990,4,160860
SC,1991,1,162740
SC,1991,2,164280
SC,1991,3,165180
SC,1991,4,167850
SC,1992,1,168690
SC,1992,2,168970
SC,1992,3,171490
SC,1992,4,172180
SC,1993,1,172370
SC,1993,2,174040
SC,1993,3,176150
SC,1993,4,176860
SC,1994,1,177830
SC,1994,2,179130
SC,1994,3,179810
SC,1994,4,180440
SC,1995,1,181940
SC,1995,2,184130
SC,1995,3,186530
SC,1995,4,188820
SC,1996,1,191470
SC,1996,2,192460
SC,1996,3,193770
SC,1996,4,196720
SC,1997,1,197950
SC,1997,2,200230
SC,1997,3,203670
SC,1997,4,206440
SC,1998,1,209480
SC,1998,2,211770
SC,1998,3,214800
SC,1998,4,217740
SC,1999,1,220760
SC,1999,2,223750
SC,1999,3,226030
SC,1999,4,227930
SC,2000,1,230250
SC,2000,2,233150
SC,2000,3,235940
SC,2000,4,239140
SC,2001,1,245430
SC,2001,2,248140
SC,2001,3,250000
SC,2001,4,252890
SC,2002,1,254370
SC,2002,2,255790
SC,2002,3,259800
SC,2002,4,262060
SC,2003,1,263570
SC,2003,2,266150
SC,2003,3,267690
SC,2003,4,270270
SC,2004,1,273390
SC,2004,2,275630
SC,2004,3,281080
SC,2004,4,286080
SC,2005,1,291160
SC,2005,2,296370
SC,2005,3,303690
SC,2005,4,310330
SC,2006,1,314740
SC,2006,2,319760
SC,2006,3,324560
SC,2006,4,332740
SC,2007,1,334960
SC,2007,2,337140
SC,2007,3,336940
SC,2007,4,341310
SC,2008,1,343710
SC,2008,2,341770
SC,2008,3,335570
SC,2008,4,336550
SC,2009,1,340790
SC,2009,2,336410
SC,2009,3,326110
SC,2009,4,322740
SC,2010,1,318360
SC,2010,2,313700
SC,2010,3,317730
SC,2010,4,315120
SC,2011,1,306850
SC,2011,2,299720
SC,2011,3,301920
SC,2011,4,305190
SC,2012,1,300250
SC,2012,2,298780
SC,2012,3,301170
SC,2012,4,301340
SC,2013,1,301070
SC,2013,2,302090
SC,2013,3,302540
SC,2013,4,301820
SC,2014,1,302930
SC,2014,2,308330
SC,2014,3,312180
SC,2014,4,314090
SC,2015,1,319940
SC,2015,2,324070
SC,2015,3,327020
SC,2015,4,331060
SC,2016,1,335040
SC,2016,2,340770
SC,2016,3,348000
SC,2016,4,349450
SC,2017,1,352880
SC,2017,2,360550
SC,2017,3,367420
SC,2017,4,371510
SC,2018,1,379210
SC,2018,2,385180
SC,2018,3,392400
SC,2018,4,395710
SC,2019,1,401360
SC,2019,2,410250
SC,2019,3,413170
SD,1975,1,69390
SD,1975,2,71390
SD,1975,3,64770
SD,1975,4,61600
SD,1976,1,63170
SD,1976,2,64470
SD,1976,3,71400
SD,1976,4,66750
SD,1977,1,62360
SD,1977,2,70370
SD,1977,3,78510
SD,1977,4,81700
SD,1978,1,77490
SD,1978,2,83870
SD,1978,3,86440
SD,1978,4,84450
SD,1979,1,89060
SD,1979,2,91830
SD,1979,3,99680
SD,1979,4,91200
SD,1980,1,100000
SD,1980,2,107470
SD,1980,3,101600
SD,1980,4,97660
SD,1981,1,92630
SD,1981,2,98930
SD,1981,3,104390
SD,1981,4,87330
SD,1982,1,69100
SD,1982,2,110400
SD,1982,3,105850
SD,1982,4,119460
SD,1983,1,101120
SD,1983,2,121620
SD,1983,3,100470
SD,1983,4,99460
SD,1984,1,113290
SD,1984,2,110180
SD,1984,3,118370
SD,1984,4,107450
SD,1985,1,111170
SD,1985,2,109410
SD,1985,3,113340
SD,1985,4,113390
SD,1986,1,117350
SD,1986,2,118470
SD,1986,3,114740
SD,1986,4,117440
SD,1987,1,121290
SD,1987,2,118900
SD,1987,3,118220
SD,1987,4,119600
SD,1988,1,115820
SD,1988,2,116020
SD,1988,3,119060
SD,1988,4,117890
SD,1989,1,121160
SD,1989,2,117570
SD,1989,3,122420
SD,1989,4,119550
SD,1990,1,120780
SD,1990,2,125720
SD,1990,3,126650
SD,1990,4,125500
SD,1991,1,128690
SD,1991,2,132070
SD,1991,3,130880
SD,1991,4,133480
SD,1992,1,137000
SD,1992,2,137070
SD,1992,3,141070
SD,1992,4,142670
SD,1993,1,144170
SD,1993,2,147850
SD,1993,3,150630
SD,1993,4,152930
SD,1994,1,156500
SD,1994,2,158660
SD,1994,3,160270
SD,1994,4,163500
SD,1995,1,161040
SD,1995,2,166990
SD,1995,3,167850
SD,1995,4,170890
SD,1996,1,173780
SD,1996,2,173110
SD,1996,3,175610
SD,1996,4,174690
SD,1997,1,177220
SD,1997,2,180600
SD,1997,3,182360
SD,1997,4,184860
SD,1998,1,187570
SD,1998,2,188350
SD,1998,3,189810
SD,1998,4,189620
SD,1999,1,192620
SD,1999,2,195050
SD,1999,3,195940
SD,1999,4,197110
SD,2000,1,198210
SD,2000,2,202050
SD,2000,3,205580
SD,2000,4,205750
SD,2001,1,210130
SD,2001,2,213220
SD,2001,3,215150
SD,2001,4,216080
SD,2002,1,219070
SD,2002,2,222120
SD,2002,3,224640
SD,2002,4,226000
SD,2003,1,228020
SD,2003,2,229230
SD,2003,3,233460
SD,2003,4,238240
SD,2004,1,238830
SD,2004,2,243240
SD,2004,3,248150
SD,2004,4,251450
SD,2005,1,255250
SD,2005,2,261200
SD,2005,3,264970
SD,2005,4,269260
SD,2006,1,269400
SD,2006,2,273560
SD,2006,3,278240
SD,2006,4,279210
SD,2007,1,282160
SD,2007,2,284870
SD,2007,3,286720
SD,2007,4,289050
SD,2008,1,292250
SD,2008,2,292820
SD,2008,3,292350
SD,2008,4,294450
SD,2009,1,297010
SD,2009,2,295670
SD,2009,3,292120
SD,2009,4,291370
SD,2010,1,289560
SD,2010,2,288940
SD,2010,3,293360
SD,2010,4,293670
SD,2011,1,291810
SD,2011,2,289550
SD,2011,3,292430
SD,2011,4,293940
SD,2012,1,294010
SD,2012,2,295320
SD,2012,3,296740
SD,2012,4,300870
SD,2013,1,303680
SD,2013,2,305310
SD,2013,3,309420
SD,2013,4,310600
SD,2014,1,310830
SD,2014,2,315620
SD,2014,3,318280
SD,2014,4,321420
SD,2015,1,323990
SD,2015,2,328930
SD,2015,3,332270
SD,2015,4,335790
SD,2016,1,339520
SD,2016,2,342120
SD,2016,3,349230
SD,2016,4,352070
SD,2017,1,355250
SD,2017,2,363730
SD,2017,3,369590
SD,2017,4,372550
SD,2018,1,375440
SD,2018,2,380680
SD,2018,3,389300
SD,2018,4,393730
SD,2019,1,397830
SD,2019,2,402420
SD,2019,3,406410
TN,1975,1,67730
TN,1975,2,68180
TN,1975,3,67220
TN,1975,4,70620
TN,1976,1,69400
TN,1976,2,68280
TN,1976,3,70830
TN,1976,4,71490
TN,1977,1,75400
TN,1977,2,77380
TN,1977,3,77570
TN,1977,4,79080
TN,1978,1,84660
TN,1978,2,83420
TN,1978,3,86920
TN,1978,4,89940
TN,1979,1,91640
TN,1979,2,91870
TN,1979,3,96590
TN,1979,4,96350
TN,1980,1,100000
TN,1980,2,100060
TN,1980,3,99570
TN,1980,4,100110
TN,1981,1,97090
TN,1981,2,106390
TN,1981,3,108470
TN,1981,4,106440
TN,1982,1,106300
TN,1982,2,105800
TN,1982,3,106370
TN,1982,4,107400
TN,1983,1,110640
TN,1983,2,110960
TN,1983,3,112140
TN,1983,4,113450
TN,1984,1,110890
TN,1984,2,116630
TN,1984,3,110430
TN,1984,4,119090
TN,1985,1,121050
TN,1985,2,122030
TN,1985,3,124260
TN,1985,4,125790
TN,1986,1,128520
TN,1986,2,130570
TN,1986,3,132630
TN,1986,4,134550
TN,1987,1,138010
TN,1987,2,140510
TN,1987,3,140810
TN,1987,4,142790
TN,1988,1,143940
TN,1988,2,144500
TN,1988,3,144490
TN,1988,4,144210
TN,1989,1,145170
TN,1989,2,146140
TN,1989,3,146720
TN,1989,4,146900
TN,1990,1,147310
TN,1990,2,147100
TN,1990,3,146940
TN,1990,4,146360
TN,1991,1,147760
TN,1991,2,148500
TN,1991,3,148690
TN,1991,4,151160
TN,1992,1,152490
TN,1992,2,151990
TN,1992,3,155440
TN,1992,4,155180
TN,1993,1,155900
TN,1993,2,158040
TN,1993,3,160100
TN,1993,4,161740
TN,1994,1,163450
TN,1994,2,165710
TN,1994,3,168090
TN,1994,4,169250
TN,1995,1,171710
TN,1995,2,175050
TN,1995,3,177590
TN,1995,4,180180
TN,1996,1,183010
TN,1996,2,184760
TN,1996,3,186920
TN,1996,4,188570
TN,1997,1,190920
TN,1997,2,192690
TN,1997,3,195100
TN,1997,4,197820
TN,1998,1,201400
TN,1998,2,202890
TN,1998,3,205430
TN,1998,4,207740
TN,1999,1,209680
TN,1999,2,210250
TN,1999,3,211480
TN,1999,4,212360
TN,2000,1,214230
TN,2000,2,215380
TN,2000,3,217570
TN,2000,4,219630
TN,2001,1,224980
TN,2001,2,226180
TN,2001,3,227570
TN,2001,4,230300
TN,2002,1,231340
TN,2002,2,231760
TN,2002,3,235150
TN,2002,4,237210
TN,2003,1,238810
TN,2003,2,240810
TN,2003,3,242380
TN,2003,4,245040
TN,2004,1,247010
TN,2004,2,249780
TN,2004,3,253440
TN,2004,4,256450
TN,2005,1,260020
TN,2005,2,265640
TN,2005,3,270940
TN,2005,4,275400
TN,2006,1,279860
TN,2006,2,285300
TN,2006,3,288880
TN,2006,4,294310
TN,2007,1,297070
TN,2007,2,300630
TN,2007,3,300950
TN,2007,4,303080
TN,2008,1,304320
TN,2008,2,303100
TN,2008,3,298550
TN,2008,4,299790
TN,2009,1,302390
TN,2009,2,299210
TN,2009,3,292390
TN,2009,4,289390
TN,2010,1,286710
TN,2010,2,285490
TN,2010,3,289320
TN,2010,4,287270
TN,2011,1,280520
TN,2011,2,276860
TN,2011,3,280150
TN,2011,4,280740
TN,2012,1,278320
TN,2012,2,277350
TN,2012,3,280220
TN,2012,4,281010
TN,2013,1,281060
TN,2013,2,283790
TN,2013,3,284460
TN,2013,4,286460
TN,2014,1,288110
TN,2014,2,293680
TN,2014,3,296230
TN,2014,4,300440
TN,2015,1,302850
TN,2015,2,306730
TN,2015,3,312240
TN,2015,4,314980
TN,2016,1,319400
TN,2016,2,326280
TN,2016,3,331660
TN,2016,4,336810
TN,2017,1,340160
TN,2017,2,349170
TN,2017,3,357020
TN,2017,4,362370
TN,2018,1,367730
TN,2018,2,377250
TN,2018,3,383940
TN,2018,4,390150
TN,2019,1,393990
TN,2019,2,401790
TN,2019,3,407140
TX,1975,1,55400
TX,1975,2,58460
TX,1975,3,56380
TX,1975,4,59550
TX,1976,1,59100
TX,1976,2,63830
TX,1976,3,63380
TX,1976,4,63240
TX,1977,1,66110
TX,1977,2,71240
TX,1977,3,69450
TX,1977,4,73360
TX,1978,1,76490
TX,1978,2,78930
TX,1978,3,81620
TX,1978,4,85620
TX,1979,1,88800
TX,1979,2,92220
TX,1979,3,94920
TX,1979,4,96840
TX,1980,1,100000
TX,1980,2,104750
TX,1980,3,104360
TX,1980,4,106220
TX,1981,1,105510
TX,1981,2,111930
TX,1981,3,115550
TX,1981,4,120420
TX,1982,1,124210
TX,1982,2,124980
TX,1982,3,124010
TX,1982,4,126950
TX,1983,1,127400
TX,1983,2,127250
TX,1983,3,127000
TX,1983,4,127360
TX,1984,1,126210
TX,1984,2,127400
TX,1984,3,129760
TX,1984,4,129290
TX,1985,1,127900
TX,1985,2,128910
TX,1985,3,128940
TX,1985,4,127800
TX,1986,1,130600
TX,1986,2,132750
TX,1986,3,130050
TX,1986,4,127650
TX,1987,1,127990
TX,1987,2,124180
TX,1987,3,119280
TX,1987,4,115670
TX,1988,1,115680
TX,1988,2,117520
TX,1988,3,114790
TX,1988,4,113780
TX,1989,1,114010
TX,1989,2,114950
TX,1989,3,117240
TX,1989,4,116870
TX,1990,1,116470
TX,1990,2,117410
TX,1990,3,118050
TX,1990,4,117160
TX,1991,1,118600
TX,1991,2,119900
TX,1991,3,119870
TX,1991,4,121320
TX,1992,1,123320
TX,1992,2,122790
TX,1992,3,124910
TX,1992,4,125510
TX,1993,1,125880
TX,1993,2,126940
TX,1993,3,128430
TX,1993,4,129700
TX,1994,1,130370
TX,1994,2,130700
TX,1994,3,130760
TX,1994,4,130120
TX,1995,1,130220
TX,1995,2,132480
TX,1995,3,134060
TX,1995,4,134980
TX,1996,1,136370
TX,1996,2,136120
TX,1996,3,136460
TX,1996,4,136910
TX,1997,1,137610
TX,1997,2,138680
TX,1997,3,140000
TX,1997,4,141650
TX,1998,1,143850
TX,1998,2,144850
TX,1998,3,147210
TX,1998,4,148800
TX,1999,1,150160
TX,1999,2,153080
TX,1999,3,155580
TX,1999,4,157520
TX,2000,1,159830
TX,2000,2,162480
TX,2000,3,164890
TX,2000,4,166830
TX,2001,1,171550
TX,2001,2,173810
TX,2001,3,175110
TX,2001,4,177090
TX,2002,1,177590
TX,2002,2,179100
TX,2002,3,181870
TX,2002,4,183790
TX,2003,1,184690
TX,2003,2,185860
TX,2003,3,186450
TX,2003,4,187540
TX,2004,1,188470
TX,2004,2,190340
TX,2004,3,191870
TX,2004,4,194030
TX,2005,1,195110
TX,2005,2,198170
TX,2005,3,201380
TX,2005,4,203720
TX,2006,1,206100
TX,2006,2,209360
TX,2006,3,212480
TX,2006,4,215340
TX,2007,1,218170
TX,2007,2,221800
TX,2007,3,222500
TX,2007,4,224200
TX,2008,1,225550
TX,2008,2,226120
TX,2008,3,225370
TX,2008,4,225790
TX,2009,1,228460
TX,2009,2,226850
TX,2009,3,224630
TX,2009,4,224010
TX,2010,1,222570
TX,2010,2,222720
TX,2010,3,224040
TX,2010,4,223080
TX,2011,1,219850
TX,2011,2,218750
TX,2011,3,220560
TX,2011,4,220680
TX,2012,1,220610
TX,2012,2,222200
TX,2012,3,224060
TX,2012,4,225900
TX,2013,1,227390
